Name,Type,RA,Dec,Const,MajAx,MinAx,V-Mag,M,NGC,IC,Common names,Name catalog,Name number (with zeros),Name normalized,IC name,M name,Name number,Catalog,Name_MIKE,Name (no leading zero),Name (final),NGC/ID,Type_MIKE,Common Name,Mag,RA_MIKE,Dec_MIKE,Width ('),Height ('),IC_MIKE,IC name_MIKE,NGC_MIKE,NGC name,mike,CONST.,NGC DESIGNATION,OTHER NAME(S),R.A.,DEC.,MAG_500,MAX SZ,MIN SZ,Name catalog_500,Name number_500,Types_OpenNGC,Best_500,Notes
NGC1850,GCl,05:08:44.73,-68:45:42.0,Dor,3.0,3.0,8.96,,,,,NGC,1850,NGC 1850,,,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1851,GCl,05:14:06.73,-40:02:47.8,Col,9.0,,7.23,,,,,NGC,1851,NGC 1851,,,1851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1857,OCl,05:20:05.56,+39:20:37.0,Aur,4.5,,7.0,,,,,NGC,1857,NGC 1857,,,1857.0,,,,,,,,,,,,,,,,,,Aur,NGC1857,OCL  428          ,05 20.1,+39 21,7,10.0,10.0,NGC,1857.0,OCl,True,small_dso
NGC1858,Cl+N,05:09:51.94,-68:53:28.5,Dor,4.4,2.6,9.88,,,,,NGC,1858,NGC 1858,,,1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1866,GCl,05:13:39.10,-65:27:56.1,Dor,5.5,5.5,9.73,,,,,NGC,1866,NGC 1866,,,1866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0189,OCl,00:39:35.70,+61:05:40.1,Cas,2.7,,8.8,,,,,NGC,0189,NGC 189,,,189.0,,,,,,,,,,,,,,,,,,Cas,NGC189,OCL  301          ,00 39.6,+61 06,8.8,5.0,5.0,NGC,189.0,OCl,True,small_dso
NGC1907,OCl,05:28:04.55,+35:19:32.4,Aur,5.4,,8.2,,,,,NGC,1907,NGC 1907,,,1907.0,,,,,,,,,,,,,,,,,,Aur,NGC1907,OCL  434          ,05 28.1,+35 20,8.2,5.0,5.0,NGC,1907.0,OCl,True,small_dso
NGC1910,Cl+N,05:18:43.07,-69:13:54.9,Dor,3.6,2.8,9.65,,,,,NGC,1910,NGC 1910,,,1910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1955,HII,05:26:09.96,-67:29:50.6,Dor,4.0,3.6,8.87,,,,,NGC,1955,NGC 1955,,,1955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1968,*Ass,05:27:22.11,-67:27:49.8,Dor,5.0,2.7,8.22,,,,,NGC,1968,NGC 1968,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1984,OCl,05:27:40.91,-69:08:03.6,Dor,1.5,1.2,9.99,,,,,NGC,1984,NGC 1984,,,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2014,Neb,05:32:19.87,-67:41:23.4,Dor,5.1,3.5,8.97,,,,,NGC,2014,NGC 2014,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2042,OCl,05:36:09.58,-68:55:24.4,Dor,4.5,4.5,9.58,,,,,NGC,2042,NGC 2042,,,2042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2050,*Ass,05:36:38.82,-69:23:00.7,Dor,3.0,2.4,9.25,,,,,NGC,2050,NGC 2050,,,2050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2055,*Ass,05:36:44.73,-69:29:55.1,Dor,1.9,1.3,8.39,,,,,NGC,2055,NGC 2055,,,2055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2060,SNR,05:37:46.90,-69:10:18.0,Dor,2.2,2.0,9.59,,,,,NGC,2060,NGC 2060,,,2060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2129,OCl,06:01:06.54,+23:19:19.8,Gem,3.9,,6.7,,,,,NGC,2129,NGC 2129,,,2129.0,,,,,,,,,,,,,,,,,,Gem,NGC2129,OCL  467          ,06 01.1,+23 19,6.7,6.0,6.0,NGC,2129.0,OCl,True,small_dso
NGC2141,OCl,06:02:55.06,+10:26:47.3,Ori,5.4,,9.4,,,,,NGC,2141,NGC 2141,,,2141.0,,,,,,,,,,,,,,,,,,Ori,NGC2141,OCL  487          ,06 02.9,+10 27,9.4,10.0,10.0,NGC,2141.0,OCl,True,small_dso
NGC2158,OCl,06:07:25.61,+24:05:46.2,Gem,8.4,,8.6,,,,,NGC,2158,NGC 2158,,,2158.0,,,,,,,,,,,,,,,,,,Gem,NGC2158,OCL  468          ,06 07.4,+24 06,8.6,5.0,5.0,NGC,2158.0,OCl,True,small_dso
NGC2169,OCl,06:08:24.35,+13:57:53.5,Ori,7.2,,5.9,,,,,NGC,2169,NGC 2169,,,2169.0,,,,,,,,,,,,,,,,,,Ori,NGC2169,"SHOPPING CART CLUSTER/""37"" Cluster",06 08.4,+13 58,5.9,6.0,6.0,NGC,2169.0,OCl,True,small_dso
NGC2186,OCl,06:12:07.13,+05:27:30.9,Ori,4.2,,8.7,,,,,NGC,2186,NGC 2186,,,2186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2194,OCl,06:13:45.91,+12:48:24.0,Ori,8.7,,8.5,,,,,NGC,2194,NGC 2194,,,2194.0,,,,,,,,,,,,,,,,,,Ori,NGC2194,OCL  495          ,06 13.8,+12 48,8.5,9.0,9.0,NGC,2194.0,OCl,True,small_dso
NGC2204,OCl,06:15:32.22,-18:39:57.1,CMa,6.3,,8.6,,,,,NGC,2204,NGC 2204,,,2204.0,,,,,,,,,,,,,,,,,,Cma,NGC2204,OCL  572          ,06 15.5,-18 40,8.6,10.0,10.0,NGC,2204.0,OCl,True,small_dso
NGC2215,OCl,06:20:49.25,-07:17:01.6,Mon,8.4,,8.45,,,,,NGC,2215,NGC 2215,,,2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2236,OCl,06:29:39.70,+06:49:50.5,Mon,5.4,,8.5,,,,,NGC,2236,NGC 2236,,,2236.0,,,,,,,,,,,,,,,,,,Mon,NGC2236,OCL  501          ,06 29.7,+06 50,8.5,8.0,8.0,NGC,2236.0,OCl,True,small_dso
NGC2243,OCl,06:29:34.48,-31:16:52.8,CMa,5.1,,9.4,,,,,NGC,2243,NGC 2243,,,2243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0225,OCl,00:43:36.38,+61:46:01.0,Cas,4.2,,7.0,,,,,NGC,0225,NGC 225,,,225.0,,,,,,,,,,,,,,,,,,Cas,NGC225,SAILBOAT CLUSTER,00 43.6,+61 46,7,12.0,12.0,NGC,225.0,OCl,True,small_dso
NGC2250,OCl,06:33:49.88,-05:05:04.0,Mon,5.1,,8.9,,,,,NGC,2250,NGC 2250,,,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2251,OCl,06:34:38.48,+08:21:59.0,Mon,5.7,,7.3,,,,,NGC,2251,NGC 2251,,,2251.0,,,,,,,,,,,,,,,,,,Mon,NGC2251,OCL  499          ,06 34.6,+08 22,7.3,10.0,10.0,NGC,2251.0,OCl,True,small_dso
NGC2254,OCl,06:35:49.66,+07:40:23.8,Mon,4.2,,9.1,,,,,NGC,2254,NGC 2254,,,2254.0,,,,,,,,,,,,,,,,,,Mon,NGC2254,OCL  500          ,06 35.8,+07 40,9.1,6.0,6.0,NGC,2254.0,OCl,True,small_dso
NGC2266,OCl,06:43:19.21,+26:58:10.4,Gem,4.2,,9.5,,,,,NGC,2266,NGC 2266,,,2266.0,,,,,,,,,,,,,,,,,,Gem,NGC2266,OCL  471          ,06 43.3,+26 58,9.5,5.0,5.0,NGC,2266.0,OCl,True,small_dso
NGC2269,OCl,06:43:17.08,+04:37:27.5,Mon,4.8,,10.0,,,,,NGC,2269,NGC 2269,,,2269.0,,,,,,,,,,,,,,,,,,Mon,NGC2269,"OCL  524,Z95,HEAD HUNTER,STARFIGHTER""        ",06 43.3,+04 37,10,3.0,3.0,NGC,2269.0,OCl,True,small_dso
NGC2298,GCl,06:48:59.20,-36:00:19.1,Pup,4.8,,8.89,,,,,NGC,2298,NGC 2298,,,2298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2299,OCl,06:51:53.68,-07:04:57.8,Mon,4.8,,8.9,,2302,,,NGC,2299,NGC 2299,,,2299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2304,OCl,06:55:11.61,+17:59:34.0,Gem,4.8,,10.0,,,,,NGC,2304,NGC 2304,,,2304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2311,OCl,06:57:47.55,-04:36:40.8,Mon,6.0,,9.6,,,,,NGC,2311,NGC 2311,,,2311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2324,OCl,07:04:07.96,+01:02:40.6,Mon,8.7,,8.4,,,,,NGC,2324,NGC 2324,,,2324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2335,OCl,07:06:49.45,-10:01:43.1,Mon,8.7,,7.2,,,,,NGC,2335,NGC 2335,,,2335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2343,OCl,07:08:06.80,-10:37:00.5,Mon,7.5,,6.7,,,,,NGC,2343,NGC 2343,,,2343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2345,OCl,07:08:18.79,-13:11:37.5,CMa,6.9,,7.7,,,,,NGC,2345,NGC 2345,,,2345.0,,,,,,,,,,,,,,,,,,Cma,NGC2345,OCL  575          ,07 08.3,-13 12,7.7,12.0,12.0,NGC,2345.0,OCl,True,small_dso
NGC2355,OCl,07:16:59.26,+13:44:59.5,Gem,6.0,,9.7,,2356,,,NGC,2355,NGC 2355,,,2355.0,,,,,,,,,,,,,,,,,,Gem,NGC2355,2356,07 17.0,+13 45,9.7,8.0,8.0,NGC,2355.0,OCl,True,small_dso
NGC2359,HII,07:18:30.98,-13:13:37.9,CMa,10.0,5.0,,,,,,NGC,2359,NGC 2359,,,2359.0,,,,,,,,,,,,,,,,,,Cma,NGC2359,"LBN 1041/Thor's Helmet, The Whistle, IC468,DUCK NEB,WHISTLE NEB,HEAD & SHOULDERS NEB.",07 18.5,-13 14,10,13.0,11.0,NGC,2359.0,Neb,True,small_dso
NGC2360,OCl,07:17:43.12,-15:38:28.7,CMa,9.0,,7.2,,,,Caroline's Cluster,NGC,2360,NGC 2360,,,2360.0,,,,,,,,,,,,,,,,,,Cma,NGC2360,OCL  589          ,07 17.7,-15 38,7.2,14.0,14.0,NGC,2360.0,OCl,True,small_dso
NGC2362,OCl,07:18:41.47,-24:57:15.1,CMa,7.2,,4.1,,,,,NGC,2362,NGC 2362,,,2362.0,,,,,,,,,,,,,,,,,,Cma,NGC2362,"Mexican Jumping Star Cluster/PIRATE'S JEWELS,NORTHERN JEWEL BOX,ARKENSTONE,",07 18.7,-24 57,3.8,6.0,6.0,NGC,2362.0,OCl,True,small_dso
NGC2367,OCl,07:20:04.54,-21:53:02.7,CMa,5.4,,7.9,,,,,NGC,2367,NGC 2367,,,2367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2383,OCl,07:24:39.90,-20:56:51.5,CMa,4.2,,8.4,,,,,NGC,2383,NGC 2383,,,2383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2384,OCl,07:25:09.83,-21:01:11.5,CMa,4.8,,7.4,,,,,NGC,2384,NGC 2384,,,2384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2395,OCl,07:27:12.85,+13:36:29.5,Gem,4.62,,8.0,,,,,NGC,2395,NGC 2395,,,2395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2396,OCl,07:28:02.92,-11:43:10.8,Pup,6.6,,7.4,,,,,NGC,2396,NGC 2396,,,2396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2414,OCl,07:33:12.80,-15:27:13.9,Pup,5.4,,7.9,,,,,NGC,2414,NGC 2414,,,2414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2420,OCl,07:38:23.90,+21:34:26.7,Gem,7.5,,8.3,,,,,NGC,2420,NGC 2420,,,2420.0,,,,,,,,,,,,,,,,,,Gem,NGC2420,TWINKLING COMET CLUSTER,07 38.4,+21 34,8.3,6.0,6.0,NGC,2420.0,OCl,True,small_dso
NGC2421,OCl,07:36:11.81,-20:36:44.1,Pup,5.1,,8.3,,,,,NGC,2421,NGC 2421,,,2421.0,,,,,,,,,,,,,,,,,,Pup,NGC2421,OCL  626          ,07 36.2,-20 37,8.3,8.0,8.0,NGC,2421.0,OCl,True,small_dso
NGC2439,OCl,07:40:45.41,-31:41:32.7,Pup,8.7,,6.9,,,,,NGC,2439,NGC 2439,,,2439.0,,,,,,,,,,,,,,,,,,Pup,NGC2439,OCL  688          ,07 40.8,-31 42,6.9,9.0,9.0,NGC,2439.0,OCl,True,small_dso
NGC2453,OCl,07:47:34.13,-27:11:41.3,Pup,3.0,,8.3,,,,,NGC,2453,NGC 2453,,,2453.0,,,,,,,,,,,,,,,,,,Pup,NGC2453,OCL  670          ,07 47.6,-27 12,8.3,4.0,4.0,NGC,2453.0,OCl,True,small_dso
NGC2479,OCl,07:55:06.07,-17:42:28.1,Pup,6.3,,9.6,,,,,NGC,2479,NGC 2479,,,2479.0,,,,,,,,,,,,,,,,,,Pup,NGC2479,OCL  623          ,07 55.1,-17 42,9.6,11.0,11.0,NGC,2479.0,OCl,True,small_dso
NGC2482,OCl,07:55:10.37,-24:15:16.7,Pup,6.6,,7.3,,,,,NGC,2482,NGC 2482,,,2482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2483,OCl,07:55:38.79,-27:53:12.6,Pup,3.3,,7.6,,,,,NGC,2483,NGC 2483,,,2483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2489,OCl,07:56:14.94,-30:03:39.0,Pup,4.2,,7.9,,,,,NGC,2489,NGC 2489,,,2489.0,,,,,,,,,,,,,,,,,,Pup,NGC2489,OCL  690          ,07 56.3,-30 04,7.9,5.0,5.0,NGC,2489.0,OCl,True,small_dso
NGC2506,OCl,08:00:01.78,-10:46:10.7,Mon,10.8,,7.6,,,,,NGC,2506,NGC 2506,,,2506.0,,,,,,,,,,,,,,,,,,Mon,NGC2506,OCL  593          ,08 00.0,-10 46,7.6,12.0,12.0,NGC,2506.0,OCl,True,small_dso
NGC2509,OCl,08:00:47.82,-19:03:01.9,Pup,4.8,,9.3,,,,,NGC,2509,NGC 2509,,,2509.0,,,,,,,,,,,,,,,,,,Pup,NGC2509,OCL  630          ,08 00.8,-19 03,9.3,12.0,12.0,NGC,2509.0,OCl,True,small_dso
NGC2533,OCl,08:07:04.10,-29:53:01.9,Pup,4.98,,7.6,,,,,NGC,2533,NGC 2533,,,2533.0,,,,,,,,,,,,,,,,,,Pup,NGC2533,OCL  695          ,08 07.0,-29 52,7.6,6.0,6.0,NGC,2533.0,OCl,True,small_dso
NGC2567,OCl,08:18:35.18,-30:38:08.2,Pup,6.0,,7.4,,,,,NGC,2567,NGC 2567,,,2567.0,,,,,,,,,,,,,,,,,,Pup,NGC2567,OCL  708          ,08 18.5,-30 39,7.4,11.0,11.0,NGC,2567.0,OCl,True,small_dso
NGC2571,OCl,08:18:56.35,-29:44:57.4,Pup,7.2,,7.0,,,,,NGC,2571,NGC 2571,,,2571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2580,OCl,08:21:27.90,-30:17:36.5,Pup,3.0,,9.7,,,,,NGC,2580,NGC 2580,,,2580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2587,OCl,08:23:24.08,-29:30:31.4,Pup,6.0,,9.2,,,,,NGC,2587,NGC 2587,,,2587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2627,OCl,08:37:14.94,-29:57:01.5,Pyx,5.4,,8.4,,,,,NGC,2627,NGC 2627,,,2627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2645,OCl,08:39:03.12,-46:13:38.3,Vel,6.6,,7.32,,,,,NGC,2645,NGC 2645,,,2645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2658,OCl,08:43:27.34,-32:39:22.4,Pyx,7.2,,9.2,,,,,NGC,2658,NGC 2658,,,2658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2659,OCl,08:42:33.02,-45:00:01.9,Vel,5.1,,8.6,,,,,NGC,2659,NGC 2659,,,2659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2660,OCl,08:42:37.99,-47:12:02.4,Vel,3.6,,8.8,,,,,NGC,2660,NGC 2660,,,2660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2669,OCl,08:46:22.57,-52:56:51.1,Vel,8.4,,6.1,,,,,NGC,2669,NGC 2669,,,2669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2670,OCl,08:45:29.48,-48:47:29.9,Vel,4.2,,7.8,,,,,NGC,2670,NGC 2670,,,2670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2683,G,08:52:41.33,+33:25:18.3,Lyn,9.48,2.7,9.69,,,,,NGC,2683,NGC 2683,,,2683.0,,,,,,,,,,,,,,,,,,Lyn,NGC2683,UFO GALAXY,08 52.7,+33 25,9.8,8.8,2.5,NGC,2683.0,G,True,small_dso
NGC2768,G,09:11:37.50,+60:02:14.0,UMa,5.64,2.24,9.87,,,,,NGC,2768,NGC 2768,,,2768.0,,,,,,,,,,,,,,,,,,Uma,NGC2768,UGC 4821         ,09 11.6,+60 02,9.9,8.2,5.3,NGC,2768.0,G,True,small_dso
NGC2808,GCl,09:12:02.54,-64:51:46.2,Car,9.0,,5.69,,,,,NGC,2808,NGC 2808,,,2808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0288,GCl,00:52:47.45,-26:35:23.6,Scl,9.6,,8.13,,,,,NGC,0288,NGC 288,,,288.0,,,,,,,,,,,,,,,,,,Scl,NGC288,ESO 474-SC37      ,00 52.8,-26 35,8.1,13.0,13.0,NGC,288.0,GCl,True,small_dso
NGC2903,G,09:32:10.11,+21:30:03.0,Leo,11.94,5.28,8.91,,2905,,,NGC,2903,NGC 2903,,,2903.0,,,,,,,,,,,,,,,,,,Leo,NGC2903,UGC 5079         ,09 32.2,+21 30,9,12.0,5.6,NGC,2903.0,G,True,small_dso
NGC2910,OCl,09:30:29.02,-52:54:50.4,Vel,4.8,,7.2,,,,,NGC,2910,NGC 2910,,,2910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2925,OCl,09:33:10.92,-53:23:45.5,Vel,7.5,,8.3,,,,,NGC,2925,NGC 2925,,,2925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2972,OCl,09:40:11.52,-50:19:15.4,Vel,3.6,,9.9,,2999,,,NGC,2972,NGC 2972,,,2972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC2997,G,09:45:38.79,-31:11:27.9,Ant,10.26,6.21,9.41,,,,,NGC,2997,NGC 2997,,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3033,OCl,09:48:35.04,-56:25:48.2,Vel,4.8,,8.8,,,,,NGC,3033,NGC 3033,,,3033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3077,G,10:03:19.07,+68:44:02.1,UMa,5.21,4.32,9.88,,,,,NGC,3077,NGC 3077,,,3077.0,,,,,,,,,,,,,,,,,,Uma,NGC3077,UGC 5398 THE GARLAND GAL.        ,10 03.3,+68 44,9.9,5.2,4.7,NGC,3077.0,G,True,small_dso
NGC3105,OCl,10:00:39.52,-54:47:15.7,Vel,4.08,,9.7,,,,,NGC,3105,NGC 3105,,,3105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3115,G,10:05:13.98,-07:43:06.9,Sex,7.1,3.01,9.09,,,,Spindle Galaxy,NGC,3115,NGC 3115,,,3115.0,,,,,,,,,,,,,,,,,,Sex,NGC3115,MCG - 1-26- 18 SPINDLE GAL.   ,10 05.2,-07 43,8.9,7.3,3.4,NGC,3115.0,G,True,small_dso
NGC3184,G,10:18:16.86,+41:25:26.6,UMa,7.4,7.18,9.84,,,,,NGC,3184,NGC 3184,,,3184.0,,,,,,,,,,,,,,,,,,Uma,NGC3184,LITTLE PINWHEEL GALAXY,10 18.3,+41 25,9.8,7.6,7.4,NGC,3184.0,G,True,small_dso
NGC3247,HII,10:24:14.00,-57:45:48.0,Car,5.0,5.0,7.6,,,,,NGC,3247,NGC 3247,,,3247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0330,OCl,00:56:17.65,-72:27:46.6,Tuc,2.8,2.5,9.55,,,,,NGC,0330,NGC 330,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3324,Cl+N,10:37:16.21,-58:37:10.4,Car,4.8,,6.7,,,,,NGC,3324,NGC 3324,,,3324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3330,OCl,10:38:45.43,-54:07:50.6,Vel,5.1,,7.4,,,,,NGC,3330,NGC 3330,,,3330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3344,G,10:43:31.15,+24:55:20.0,LMi,6.7,6.37,9.98,,,,,NGC,3344,NGC 3344,,,3344.0,,,,,,,,,,,,,,,,,,Lmi,NGC3344,SLICED ONION GALAXY,10 43.5,+24 55,9.9,7.1,6.8,NGC,3344.0,G,True,small_dso
NGC3384,G,10:48:16.89,+12:37:45.4,Leo,5.24,2.37,9.96,,3371,,,NGC,3384,NGC 3384,,,3384.0,,,,,,,,,,,,,,,,,,Leo,NGC3384,3371,10 48.3,+12 38,9.9,5.4,2.7,NGC,3384.0,G,True,small_dso
NGC3496,OCl,10:59:33.81,-60:20:12.7,Car,6.0,,8.2,,,,,NGC,3496,NGC 3496,,,3496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3521,G,11:05:48.58,-00:02:09.1,Leo,8.32,4.47,9.11,,,,,NGC,3521,NGC 3521,,,3521.0,,,,,,,,,,,,,,,,,,Leo,NGC3521,UGC 6150         ,11 05.8,-00 02,9,11.2,5.4,NGC,3521.0,G,True,small_dso
NGC3585,G,11:13:17.09,-26:45:17.4,Hya,6.61,3.27,9.69,,,,,NGC,3585,NGC 3585,,,3585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3590,OCl,11:12:58.97,-60:47:20.5,Car,5.1,,8.2,,,,,NGC,3590,NGC 3590,,,3590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3607,G,11:16:54.64,+18:03:06.3,Leo,4.59,4.03,10.0,,,,,NGC,3607,NGC 3607,,,3607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0362,GCl,01:03:14.23,-70:50:53.6,Tuc,8.7,,6.58,,,,,NGC,0362,NGC 362,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3621,G,11:18:16.51,-32:48:50.6,Hya,9.79,4.03,9.55,,,,,NGC,3621,NGC 3621,,,3621.0,,,,,,,,,,,,,,,,,,Hya,NGC3621,FRAME GALAXY,11 18.3,-32 49,8.5,9.8,4.6,NGC,3621.0,G,True,small_dso
NGC3628,G,11:20:16.97,+13:35:22.9,Leo,11.04,3.44,9.45,,,,,NGC,3628,NGC 3628,,,3628.0,,,,,,,,,,,,,,,,,,Leo,NGC3628,"KING HAMLET'S GHOST/The Trio in Leo,HOTDOG GAL",11 20.3,+13 35,9.5,13.1,3.1,NGC,3628.0,G,True,small_dso
NGC3680,OCl,11:25:37.08,-43:15:00.4,Cen,5.7,,7.6,,,,,NGC,3680,NGC 3680,,,3680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3766,OCl,11:36:14.39,-61:36:18.6,Cen,6.9,,5.3,,,,Pearl Cluster,NGC,3766,NGC 3766,,,3766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0381,OCl,01:08:18.01,+61:34:59.8,Cas,6.0,,9.3,,,,,NGC,0381,NGC 381,,,381.0,,,,,,,,,,,,,,,,,,Cas,NGC381,OCL  317          ,01 08.3,+61 35,9.3,7.0,7.0,NGC,381.0,OCl,True,small_dso
NGC3923,G,11:51:01.69,-28:48:21.7,Hya,6.89,4.55,9.6,,,,,NGC,3923,NGC 3923,,,3923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC3960,OCl,11:50:33.21,-55:40:11.4,Cen,6.0,,8.3,,,,,NGC,3960,NGC 3960,,,3960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4052,OCl,12:02:05.19,-63:13:24.5,Cru,5.1,,8.8,,,,,NGC,4052,NGC 4052,,,4052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4103,OCl,12:06:39.57,-61:15:00.3,Cru,7.8,,7.4,,,,,NGC,4103,NGC 4103,,,4103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4125,G,12:08:06.02,+65:10:26.9,Dra,5.87,4.58,9.71,,,,,NGC,4125,NGC 4125,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4214,G,12:15:39.17,+36:19:36.8,CVn,6.79,5.28,9.77,,4228,,,NGC,4214,NGC 4214,,,4214.0,,,,,,,,,,,,,,,,,,Cvn,NGC4214,NGC4228,12 15.6,+36 20,9.1,9.6,8.1,NGC,4214.0,G,True,small_dso
NGC4216,G,12:15:54.44,+13:08:57.8,Vir,7.82,1.84,9.93,,,,,NGC,4216,NGC 4216,,,4216.0,,,,,,,,,,,,,,,,,,Vir,NGC4216,SILVER STREAK GALAXY,12 15.9,+13 09,10,7.8,1.8,NGC,4216.0,G,True,small_dso
NGC4230,OCl,12:17:09.37,-55:17:10.1,Cen,5.4,,9.4,,,,,NGC,4230,NGC 4230,,,4230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4337,OCl,12:24:03.31,-58:07:25.6,Cru,6.6,,8.9,,,,,NGC,4337,NGC 4337,,,4337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC4349,OCl,12:24:06.04,-61:52:13.6,Cru,6.3,,7.4,,,,,NGC,4349,NGC 4349,,,4349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0436,OCl,01:15:57.78,+58:49:01.6,Cas,5.7,,8.8,,,,,NGC,0436,NGC 436,,,436.0,,,,,,,,,,,,,,,,,,Cas,NGC436,OCL  320          ,01 16.0,+58 49,8.8,5.0,5.0,NGC,436.0,OCl,True,small_dso
NGC4365,G,12:24:28.28,+07:19:03.6,Vir,5.12,3.66,9.43,,,,,NGC,4365,NGC 4365,,,4365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
